lon,lat,unique_vessels,total_hours
75.05,-44.45,1,1.1252777777777778
75.05,-40.95,1,1.1355555555555557
75.05,-37.75,1,1.0394444444444444
75.05,-37.150000000000006,1,1.0902777777777777
75.05,-36.45,2,2.524722222222222
75.05,-35.95,1,0
75.05,-35.05,1,1.2244444444444444
75.05,-34.55,2,0
75.05,-33.55,1,1.3166666666666667
75.05,-32.150000000000006,1,1.038888888888889
75.05,-31.85,2,2.1269444444444447
75.05,-31.65,1,1.1697222222222223
75.05,-31.35,1,0
75.05,-31.25,1,0
75.05,-31.15,1,0
75.05,-31.05,1,0
75.05,-30.95,1,1.1358333333333333
75.05,-30.45,1,0
75.05,-30.35,1,0
75.05,-30.25,2,2.3475
75.05,-30.15,3,6.755833333333333
75.05,-29.95,9,8.3469444444444445
75.05,-29.85,3,2.42
75.05,-29.55,2,1.163888888888889
75.05,-29.15,1,1.1805555555555556
75.05,-29.05,1,1.333888888888889
75.05,-28.95,1,1.2113888888888888
75.05,-28.75,1,0
75.05,-28.45,1,0
75.05,-28.35,1,1.0280555555555555
75.05,-28.25,2,1.0719444444444444
75.05,-27.95,3,3.383055555555556
75.05,-27.85,2,1.0466666666666666
75.05,-27.75,1,0
75.05,-26.75,1,1.041388888888889
75.05,-26.45,1,1.0166666666666666
75.05,-26.35,2,2.2111111111111112
75.05,-26.25,1,0
75.05,-26.15,1,0
75.05,-25.85,2,2.6077777777777778
75.05,-25.55,1,1.136111111111111
75.05,-25.25,2,1.1055555555555556
75.05,-25.05,1,1.1416666666666666
75.05,-24.95,1,1.4172222222222222
75.05,-24.85,1,1.158611111111111
75.05,-24.75,1,0
75.05,-24.65,1,1.2866666666666666
75.05,-24.55,1,0
75.05,-24.45,2,2.1216666666666666
75.05,-24.25,1,1.1247222222222222
75.05,-24.15,1,1.2783333333333333
75.05,-24.05,1,0
75.05,-23.95,3,1.0227777777777778
75.05,-23.85,1,1.2
75.05,-23.75,4,2.283611111111111
75.05,-23.55,1,0
75.05,-23.35,5,4.416666666666667
75.05,-23.25,3,3.361111111111111
75.05,-23.15,5,3.656388888888889
75.05,-23.05,1,0
75.05,-22.95,1,1.2641666666666667
75.05,-22.85,1,1.1583333333333334
75.05,-22.75,1,1.3083333333333333
75.05,-22.65,1,1.2302777777777778
75.05,-22.55,1,0
75.05,-22.45,1,0
75.05,-22.25,2,2.444166666666667
75.05,-21.75,1,1.2138888888888888
75.05,-21.55,1,1.1222222222222222
75.05,-21.15,2,0
75.05,-20.95,3,3.4225000000000003
75.05,-20.85,1,0
75.05,-20.75,3,1.0472222222222223
75.05,-20.65,4,3.6411111111111114
75.05,-20.55,1,0
75.05,-20.35,2,2.305833333333333
75.05,-20.25,2,2.5166666666666666
75.05,-20.15,1,0
75.05,-20.05,1,1.1163888888888889
75.05,-19.95,1,0
75.05,-19.75,2,1.3216666666666668
75.05,-19.65,1,1.1277777777777778
75.05,-19.25,1,0
75.05,-19.15,1,0
75.05,-19.05,1,1.2025
75.05,-18.95,1,1.2527777777777778
75.05,-18.65,1,1.0580555555555555
75.05,-18.55,1,0
75.05,-18.45,3,1.1444444444444444
75.05,-18.35,1,1.068888888888889
75.05,-18.25,1,0
75.05,-18.15,1,1.2555555555555555
75.05,-18.05,2,1.386111111111111
75.05,-17.95,1,1.025
75.05,-17.65,2,1.3086111111111112
75.05,-17.55,1,0
75.05,-17.45,2,0
75.05,-17.35,1,1.156111111111111
