lon,lat,unique_vessels,total_hours
75.05,-43.95,1,0
75.05,-36.05,1,0
75.05,-35.05,1,1.1752777777777779
75.05,-34.650000000000006,1,0
75.05,-33.95,1,0
75.05,-33.25,1,0
75.05,-33.05,1,0
75.05,-32.150000000000006,1,0
75.05,-31.95,1,1.0169444444444444
75.05,-31.65,1,0
75.05,-30.95,1,0
75.05,-30.25,1,1.1272222222222221
75.05,-29.95,5,4.265277777777778
75.05,-29.65,1,0
75.05,-29.55,3,1
75.05,-29.45,2,1.0186111111111111
75.05,-29.35,1,1.0086111111111111
75.05,-29.25,2,2.3725
75.05,-29.15,1,1.086111111111111
75.05,-28.95,2,2.2552777777777777
75.05,-28.85,2,2.1916666666666664
75.05,-28.65,5,4.492222222222223
75.05,-28.55,2,2.1591666666666667
75.05,-28.45,1,1.0055555555555555
75.05,-28.25,1,0
75.05,-27.95,3,3.334166666666667
75.05,-27.75,3,2.188888888888889
75.05,-27.65,2,2.1166666666666663
75.05,-27.55,2,1.1227777777777779
75.05,-27.45,1,1.075
75.05,-27.15,1,1.1780555555555556
75.05,-27.05,2,2.29
75.05,-26.85,1,1.4194444444444445
75.05,-26.65,2,2.175
75.05,-26.25,1,0
75.05,-26.15,1,1.138611111111111
75.05,-25.75,1,1.0002777777777778
75.05,-25.65,1,1.0075
75.05,-25.45,1,1.1830555555555555
75.05,-25.15,1,1.1083333333333334
75.05,-24.95,1,1.0172222222222222
75.05,-24.85,2,2.2424999999999997
75.05,-24.75,1,1.1605555555555556
75.05,-24.65,6,4.513055555555555
75.05,-24.55,1,1.2469444444444444
75.05,-24.35,3,3.5549999999999997
75.05,-24.25,2,1.2008333333333334
75.05,-24.15,2,5.3838888888888885
75.05,-24.05,3,3.2591666666666663
75.05,-23.95,3,2.158333333333333
75.05,-23.85,2,1.2030555555555555
75.05,-23.75,2,1.0922222222222222
75.05,-23.65,2,1.041388888888889
75.05,-23.45,6,3.393888888888889
75.05,-23.35,5,4.449166666666667
75.05,-23.25,5,4.520555555555555
75.05,-23.15,7,6.361666666666666
75.05,-23.05,5,4.408055555555555
75.05,-22.95,3,1.185
75.05,-22.85,6,6.745277777777778
75.05,-22.75,2,1.2391666666666667
75.05,-22.65,1,1.4069444444444446
75.05,-22.55,2,2.6327777777777777
75.05,-22.45,3,8.03111111111111
75.05,-22.35,2,0
75.05,-22.15,3,3.281944444444444
75.05,-22.05,1,1.0866666666666667
75.05,-21.85,2,2.18
75.05,-21.75,1,1.1391666666666667
75.05,-21.65,1,1.0333333333333334
75.05,-21.55,2,2.381388888888889
75.05,-21.45,1,1.0522222222222222
75.05,-21.35,1,1.0666666666666667
75.05,-21.05,1,1.2247222222222223
75.05,-20.85,1,0
75.05,-20.65,2,1.0394444444444444
75.05,-20.45,1,1.1302777777777777
75.05,-20.35,2,6.071111111111112
75.05,-20.25,1,6.6975
75.05,-20.15,3,3.338611111111111
75.05,-20.05,2,3.6863888888888887
75.05,-19.95,2,0
75.05,-19.85,2,1.0927777777777778
75.05,-19.75,3,7.256388888888889
75.05,-19.65,1,1.1058333333333332
75.05,-19.45,1,1.4833333333333334
75.05,-19.05,2,0
75.05,-18.85,2,4.9336111111111105
75.05,-18.75,2,5.488333333333333
75.05,-18.65,1,1.2391666666666667
75.05,-18.55,1,1.1783333333333332
75.05,-18.45,1,0
75.05,-18.35,1,0
75.05,-18.25,3,3.779166666666667
75.05,-18.15,2,1.1080555555555556
75.05,-18.05,1,1.2275
75.05,-17.75,3,3.298611111111111
75.05,-17.65,4,4.5441666666666665
75.05,-17.55,3,3.3994444444444447
75.05,-17.45,1,1.1444444444444444
75.05,-17.35,2,1.011388888888889
75.05,-17.25,1,1.2108333333333334
75.05,-17.15,2,0
75.05,-17.05,1,1.5416666666666667
75.05,-16.85,1,1.001111111111111
75.05,-16.45,2,1.1916666666666667
75.05,-16.25,1,1.5469444444444445
75.05,-16.15,1,1.4475
75.05,-16.05,2,2.4319444444444445
75.05,-15.850000000000001,1,0
75.05,-15.75,1,0
75.05,-15.649999999999999,1,0
75.05,-15.55,1,3.8780555555555556
75.05,-15.350000000000001,2,1.0166666666666666
75.05,-15.149999999999999,1,0
75.05,-14.649999999999999,1,1.1472222222222221
75.05,-14.149999999999999,2,1.0972222222222223
75.05,-13.95,1,0
75.05,-13.850000000000001,1,1.011111111111111
75.05,-13.75,1,0
75.05,-13.649999999999999,2,1.0663888888888888
75.05,-13.350000000000001,3,1.175
75.05,-13.05,2,0
75.05,-12.95,5,1.5333333333333334
75.05,-12.850000000000001,3,11.815555555555555
75.05,-12.75,4,3.291666666666666
75.05,-12.55,2,1.0819444444444444
75.05,-12.45,4,3.280555555555556
75.05,-12.350000000000001,6,2.202777777777778
75.05,-12.25,4,3.2013888888888893
75.05,-12.149999999999999,4,1.1533333333333333
75.05,-12.05,4,2.3475
75.05,-11.95,8,1.1022222222222222
75.05,-11.850000000000001,8,4.295555555555556
75.05,-11.75,7,3.4169444444444443
75.05,-11.649999999999999,5,1.1341666666666668
75.05,-11.55,4,1.1941666666666666
75.05,-11.45,3,1.0722222222222222
75.05,-11.350000000000001,1,1.2697222222222222
75.05,-11.25,1,0
75.05,-11.149999999999999,2,2.263055555555556
75.05,-11.05,2,2.6555555555555554
75.05,-10.95,3,1.2483333333333333
75.05,-10.850000000000001,3,5.0586111111111105
75.05,-10.75,2,1.1636111111111112
75.05,-10.649999999999999,3,1.1577777777777778
75.05,-10.55,2,2.586666666666667
75.05,-10.45,7,2.1558333333333333
75.05,-10.350000000000001,3,3.483888888888889
75.05,-10.25,7,4.547777777777778
75.05,-10.149999999999999,15,11.15611111111111
75.05,-10.05,14,9.438611111111113
75.05,-9.95,26,20.47444444444444
75.05,-9.850000000000001,26,16.413055555555555
75.05,-9.75,37,20.947777777777773
75.05,-9.649999999999999,21,13.253055555555555
75.05,-9.55,9,4.666666666666667
75.05,-9.45,16,8.88888888888889
75.05,-9.350000000000001,18,14.656388888888888
75.05,-9.25,25,14.981666666666667
75.05,-9.149999999999999,22,14.606111111111113
75.05,-9.05,17,12.751666666666669
75.05,-8.95,15,7.264722222222222
75.05,-8.850000000000001,10,4.749166666666667
75.05,-8.75,9,0
75.05,-8.649999999999999,14,6.858055555555555
75.05,-8.55,19,10.497500000000002
75.05,-8.45,15,4.489444444444445
75.05,-8.350000000000001,16,7.6133333333333315
75.05,-8.25,5,2.578888888888889
75.05,-8.149999999999999,3,0
75.05,-8.05,8,3.391111111111111
75.05,-7.95,4,1.1558333333333333
75.05,-7.85,5,2.3052777777777775
75.05,-7.75,16,8.95861111111111
75.05,-7.65,9,0
75.05,-7.55,15,11.307777777777778
75.05,-7.45,16,5.419444444444444
75.05,-7.35,11,5.730277777777777
75.05,-7.25,9,4.081666666666666
75.05,-7.15,1,1.2075
75.05,-7.05,3,1.2447222222222223
75.05,-6.95,5,2.2130555555555556
75.05,-6.85,1,1.0472222222222223
75.05,-6.75,1,0
75.05,-6.65,1,0
75.05,-6.35,1,0
75.05,-6.25,2,1.1197222222222223
75.05,-6.15,1,0
75.05,-6.05,1,1.1530555555555555
75.05,-5.95,2,2.7394444444444446
75.15,-32.05,1,0
75.15,-31.35,1,0
75.15,-29.75,1,0
75.15,-29.65,1,1.3775
75.15,-29.55,1,1.196388888888889
75.15,-29.15,1,0
75.15,-28.95,1,0
75.15,-28.85,2,1.1552777777777778
75.15,-27.55,1,1.1163888888888889
75.15,-27.35,1,1.3644444444444443
75.15,-27.05,1,0
75.15,-25.65,1,0
75.15,-25.55,1,0
75.15,-24.55,1,0
75.15,-24.45,1,1.5741666666666667
