lon,lat,unique_vessels,total_hours
75.05,-38.95,1,0
75.05,-37.349999999999994,1,1.1552777777777778
75.05,-37.150000000000006,1,0
75.05,-34.45,1,1.1052777777777778
75.05,-32.650000000000006,1,0
75.05,-31.85,1,0
75.05,-31.65,1,0
75.05,-30.95,1,0
75.05,-30.15,1,0
75.05,-30.05,1,1.158611111111111
75.05,-29.95,6,5.590277777777779
75.05,-29.65,2,1.0694444444444444
75.05,-29.55,4,2.1305555555555555
75.05,-29.45,1,1.16
75.05,-29.35,1,0
75.05,-29.15,1,1.1719444444444445
75.05,-29.05,1,0
75.05,-28.95,1,0
75.05,-28.65,2,1.1272222222222221
75.05,-28.55,3,3.471388888888889
75.05,-28.45,1,1.5005555555555556
75.05,-28.15,1,1.2394444444444443
75.05,-28.05,1,0
75.05,-27.95,1,1.1011111111111112
75.05,-27.85,1,1.2133333333333334
75.05,-27.75,2,2.225833333333333
75.05,-27.65,2,0
75.05,-27.55,2,1.1827777777777777
75.05,-27.25,1,1.2030555555555555
75.05,-26.45,1,1.186388888888889
75.05,-26.05,1,0
75.05,-25.85,1,1.2552777777777777
75.05,-25.75,1,1.1805555555555556
75.05,-25.55,1,0
75.05,-25.45,1,1.1247222222222222
75.05,-25.35,1,1.011388888888889
75.05,-25.15,2,2.5994444444444444
75.05,-25.05,1,1.193888888888889
75.05,-24.95,1,0
75.05,-24.55,3,2.3802777777777777
75.05,-24.35,1,1.1636111111111112
75.05,-24.05,4,4.668888888888889
75.05,-23.95,2,2.241388888888889
75.05,-23.85,2,1.3305555555555555
75.05,-23.65,4,2.160833333333333
75.05,-23.45,3,3.6002777777777775
75.05,-23.35,6,3.4469444444444446
75.05,-23.25,10,10.82
75.05,-23.15,9,8.088611111111112
75.05,-23.05,4,1.4247222222222222
75.05,-22.95,4,3.308333333333333
75.05,-22.85,1,1.1508333333333334
75.05,-22.75,5,4.801111111111111
75.05,-22.65,1,0
75.05,-22.45,1,1.0538888888888889
75.05,-22.25,3,2.1994444444444445
75.05,-22.15,2,0
75.05,-22.05,2,1.1227777777777779
75.05,-21.95,1,0
75.05,-21.75,4,1.1833333333333333
75.05,-21.65,2,1.2727777777777778
75.05,-21.45,2,2.1422222222222222
75.05,-21.15,1,1.1466666666666667
75.05,-21.05,1,1.1383333333333334
75.05,-20.95,1,1.1202777777777777
75.05,-20.65,1,1.238888888888889
75.05,-20.35,1,0
75.05,-20.15,1,1.2191666666666667
75.05,-19.75,1,0
