lon,lat,unique_vessels,total_hours
75.05,-57.349999999999994,1,1.0252777777777777
75.05,-51.55,1,1.0475
75.05,-51.25,1,1.1994444444444445
75.05,-42.25,1,0
75.05,-40.55,1,1.0261111111111112
75.05,-39.95,2,1.1077777777777778
75.05,-39.45,1,0
75.05,-39.150000000000006,1,1.1580555555555556
75.05,-37.05,1,0
75.05,-36.95,2,1.2055555555555555
75.05,-36.650000000000006,1,1.1941666666666666
75.05,-35.45,1,0
75.05,-35.349999999999994,1,1.1555555555555554
75.05,-34.75,1,0
75.05,-34.650000000000006,1,1.0527777777777778
75.05,-34.150000000000006,2,0
75.05,-33.349999999999994,1,1.1666666666666667
75.05,-33.05,2,0
75.05,-32.150000000000006,1,0
75.05,-31.85,4,4.621666666666666
75.05,-31.75,5,6.2041666666666675
75.05,-31.65,1,0
75.05,-31.15,2,1.0305555555555554
75.05,-30.95,1,1.1866666666666668
75.05,-30.75,1,1.0441666666666667
75.05,-30.65,2,1.1419444444444444
75.05,-30.55,1,1.1388888888888888
75.05,-30.15,2,2.3130555555555556
75.05,-30.05,1,1.0263888888888888
75.05,-29.95,13,12.918055555555554
75.05,-29.85,1,1.4513888888888888
75.05,-29.75,1,1.2769444444444444
75.05,-29.65,1,1.0802777777777777
75.05,-29.55,5,3.2955555555555556
75.05,-29.45,2,1.0163888888888888
75.05,-29.15,1,0
75.05,-29.05,2,2.4747222222222223
75.05,-28.65,2,2.1669444444444443
75.05,-28.55,2,2.233611111111111
75.05,-28.45,1,1.136388888888889
75.05,-28.15,1,1.2052777777777777
75.05,-27.85,1,1.0916666666666666
75.05,-27.65,1,1.1355555555555557
75.05,-27.25,1,0
75.05,-26.85,2,2.115
75.05,-26.65,1,0
75.05,-26.45,1,1.1447222222222222
75.05,-26.35,2,0
75.05,-25.85,1,1.0119444444444445
75.05,-25.75,1,1.0383333333333333
75.05,-25.65,3,2.3241666666666667
75.05,-25.15,1,1.1780555555555556
75.05,-25.05,1,1.0966666666666667
75.05,-24.65,1,0
75.05,-24.55,3,2.083055555555555
75.05,-24.45,3,1.041388888888889
75.05,-24.25,1,1.3722222222222222
75.05,-24.15,1,1.1716666666666666
75.05,-23.95,2,1.1636111111111112
75.05,-23.85,2,2.0166666666666666
75.05,-23.75,4,3.163611111111112
75.05,-23.65,3,1.2166666666666666
75.05,-23.55,2,0
75.05,-23.45,3,2.2641666666666667
75.05,-23.35,4,3.458333333333333
75.05,-23.15,1,0
75.05,-23.05,3,2.234166666666667
75.05,-22.95,5,5.474166666666667
75.05,-22.85,2,2.1802777777777775
75.05,-22.75,2,2.0922222222222224
75.05,-22.45,1,1.091388888888889
75.05,-22.25,1,1.1833333333333333
75.05,-22.15,1,0
75.05,-22.05,1,1.0719444444444444
75.05,-21.85,1,1.0086111111111111
75.05,-21.75,2,2.299722222222222
75.05,-21.55,1,1.2333333333333334
75.05,-21.45,1,1.0416666666666667
75.05,-21.25,1,1.105
75.05,-21.05,2,1.0808333333333333
75.05,-20.95,3,3.421388888888889
75.05,-20.85,4,2.4555555555555557
75.05,-20.75,1,0
75.05,-20.65,1,1.2258333333333333
75.05,-20.55,1,1.1883333333333332
75.05,-20.35,1,1.0497222222222222
75.05,-20.25,1,1.1477777777777778
75.05,-20.15,3,1.0080555555555555
75.05,-20.05,1,0
75.05,-19.95,2,1.2958333333333334
75.05,-19.85,1,0
75.05,-19.75,1,1.1505555555555556
75.05,-19.35,2,3.5119444444444445
75.05,-19.15,1,1.1252777777777778
75.05,-19.05,1,0
75.05,-18.85,2,2.5166666666666666
75.05,-18.75,1,2.2316666666666665
75.05,-18.65,1,3.674444444444444
75.05,-18.55,1,3.7844444444444445
75.05,-18.45,2,3.2652777777777775
75.05,-18.35,2,5.599166666666667
75.05,-18.25,1,1.063611111111111
