lon,lat,unique_vessels,total_hours
75.05,-35.05,1,0
75.05,-34.75,1,1.2641666666666667
75.05,-34.349999999999994,1,1.2030555555555555
75.05,-34.25,1,1.3777777777777778
75.05,-33.95,1,0
75.05,-33.849999999999994,1,1.458888888888889
75.05,-33.650000000000006,1,1.45
75.05,-33.55,4,8.961388888888887
75.05,-33.45,1,1.1330555555555555
75.05,-33.349999999999994,2,3.3930555555555557
75.05,-33.25,2,5.871944444444445
75.05,-33.150000000000006,1,0
75.05,-32.95,1,1.1583333333333334
75.05,-32.849999999999994,3,1.1747222222222222
75.05,-32.75,1,1.871388888888889
75.05,-32.650000000000006,3,6.854166666666667
75.05,-32.55,1,1.5258333333333334
75.05,-32.45,3,4.171666666666667
75.05,-32.349999999999994,5,3.45
75.05,-32.150000000000006,1,0
75.05,-32.05,2,1.2938888888888889
75.05,-31.45,1,0
75.05,-31.15,1,1.225
75.05,-30.95,1,1.2719444444444445
75.05,-30.05,3,2.1141666666666667
75.05,-29.95,5,3.315555555555555
75.05,-29.75,1,1.1975
75.05,-29.55,1,1.181111111111111
75.05,-29.45,2,1.1691666666666667
75.05,-29.25,1,1.2083333333333333
75.05,-29.05,3,2.5411111111111113
75.05,-28.85,2,2.5141666666666667
75.05,-28.75,1,1.1861111111111111
75.05,-28.65,6,4.4927777777777775
75.05,-28.15,1,1.2966666666666666
75.05,-28.05,1,1.2191666666666667
75.05,-27.95,5,5.901666666666666
75.05,-27.85,1,1.0527777777777778
75.05,-27.75,1,0
75.05,-27.65,1,1.333888888888889
75.05,-27.45,2,2.519722222222222
75.05,-27.25,1,1.2
75.05,-27.05,2,2.4363888888888887
75.05,-26.95,2,2.2094444444444443
75.05,-26.85,1,1.0363888888888888
75.05,-26.75,2,1.2597222222222222
75.05,-26.65,1,0
75.05,-26.55,5,3.458333333333333
75.05,-26.45,3,3.5011111111111113
75.05,-26.35,1,0
75.05,-26.25,1,1.2055555555555555
75.05,-26.15,1,1.4722222222222223
75.05,-25.95,2,2.216666666666667
75.05,-25.85,1,1.3422222222222222
75.05,-25.75,1,1.0830555555555557
75.05,-25.45,1,1.186388888888889
75.05,-25.35,1,0
75.05,-25.25,3,3.694444444444444
75.05,-25.05,1,1.0527777777777778
75.05,-24.95,5,3.7880555555555553
75.05,-24.65,3,1.0830555555555557
75.05,-24.55,3,3.5936111111111115
75.05,-24.45,2,1.205
75.05,-24.35,1,0
75.05,-24.25,2,1.1255555555555556
75.05,-24.15,1,0
75.05,-24.05,1,1.2172222222222222
75.05,-23.95,2,2.322222222222222
75.05,-23.85,3,4.9061111111111115
75.05,-23.75,3,1.0305555555555554
75.05,-23.65,2,2.1755555555555555
75.05,-23.55,3,3.4555555555555557
75.05,-23.45,3,3.6702777777777778
75.05,-23.35,10,10.203888888888887
75.05,-23.25,2,2.6694444444444443
75.05,-23.15,2,2.525
75.05,-23.05,5,5.818055555555556
75.05,-22.95,2,2.363611111111111
75.05,-22.85,1,1.3138888888888889
75.05,-22.75,2,2.2744444444444447
75.05,-22.65,4,3.4947222222222223
75.05,-22.55,2,2.342777777777778
75.05,-22.45,3,2.313888888888889
75.05,-22.05,1,1.4
75.05,-21.95,2,2.4333333333333336
75.05,-21.75,2,2.360555555555556
75.05,-21.65,1,1.061388888888889
75.05,-21.55,2,2.439166666666667
75.05,-21.45,3,1.2377777777777779
75.05,-20.85,2,1.2222222222222223
75.05,-20.65,1,0
75.05,-20.55,2,1.1916666666666667
75.05,-20.45,3,3.4780555555555557
75.05,-20.35,1,0
75.05,-20.15,1,1.4552777777777777
75.05,-20.05,1,0
75.05,-19.95,1,1.0022222222222221
75.05,-19.85,1,1.1888888888888889
75.05,-19.65,1,1.2083333333333333
75.05,-19.55,2,2.4138888888888888
75.05,-19.15,1,1.2197222222222222
75.05,-18.95,1,1.6447222222222222
75.05,-18.85,1,1.0030555555555556
75.05,-18.65,1,0
75.05,-18.45,2,1.038888888888889
75.05,-17.85,1,1.4330555555555555
75.05,-17.75,2,1.1330555555555555
75.05,-17.65,1,1.0522222222222222
75.05,-17.55,5,3.4194444444444443
75.05,-17.45,1,0
75.05,-17.25,1,0
75.05,-17.15,1,1.363611111111111
75.05,-17.05,1,1.3997222222222223
75.05,-16.95,1,0
75.05,-16.05,2,1.0127777777777778
75.05,-15.75,1,0
75.05,-15.45,1,1.086111111111111
75.05,-14.95,1,1.3363888888888888
75.05,-14.649999999999999,1,1.2166666666666666
75.05,-14.45,1,0
75.05,-14.05,1,0
75.05,-13.850000000000001,1,0
75.05,-13.649999999999999,1,0
75.05,-13.05,1,1.4275
75.05,-12.850000000000001,4,0
75.05,-12.55,4,1.2033333333333334
75.05,-12.45,2,1.2530555555555556
75.05,-12.149999999999999,1,0
75.05,-12.05,1,0
75.05,-11.95,2,2.7030555555555553
75.05,-11.850000000000001,6,3.5388888888888888
75.05,-11.75,7,4.905833333333334
75.05,-11.649999999999999,6,4.930555555555555
75.05,-11.55,8,8.170555555555556
75.05,-11.45,5,1.186388888888889
75.05,-11.350000000000001,4,2.42
75.05,-11.25,2,2.3083333333333336
75.05,-11.149999999999999,1,1.1969444444444444
75.05,-11.05,3,2.4725
75.05,-10.95,1,0
75.05,-10.850000000000001,2,2.471388888888889
75.05,-10.75,2,3.173611111111111
75.05,-10.649999999999999,1,0
75.05,-10.55,1,1.1297222222222223
75.05,-10.45,1,1.225
75.05,-10.350000000000001,4,1.0391666666666666
75.05,-10.25,8,5.383055555555555
75.05,-10.149999999999999,12,5.071944444444445
75.05,-10.05,23,11.339444444444446
75.05,-9.95,32,26.97944444444444
75.05,-9.850000000000001,67,36.56694444444444
75.05,-9.75,61,41.363055555555555
75.05,-9.649999999999999,32,14.81361111111111
75.05,-9.55,11,5.325833333333334
75.05,-9.45,9,2.291388888888889
75.05,-9.350000000000001,12,6.154166666666667
75.05,-9.25,26,11.286944444444444
75.05,-9.149999999999999,29,19.27111111111111
75.05,-9.05,17,10.876666666666667
75.05,-8.95,15,10.491388888888888
75.05,-8.850000000000001,8,4.638888888888889
75.05,-8.75,14,9.446111111111112
75.05,-8.649999999999999,13,8.710555555555556
75.05,-8.55,20,12.691388888888888
75.05,-8.45,17,7.224166666666666
75.05,-8.350000000000001,12,5.9238888888888885
75.05,-8.25,9,6.248055555555556
75.05,-8.149999999999999,7,2.621944444444445
75.05,-8.05,2,0
75.05,-7.95,5,3.675555555555556
75.05,-7.85,8,5.9816666666666665
75.05,-7.75,7,5.013611111111111
75.05,-7.65,4,1.2025
75.05,-7.55,12,4.479166666666667
75.05,-7.45,7,0
75.05,-7.35,9,5.846111111111112
75.05,-7.25,8,1.1188888888888888
75.05,-7.15,6,4.640833333333333
75.05,-7.05,2,1.6472222222222221
75.05,-6.95,2,1.1472222222222221
75.05,-6.85,3,1.2033333333333334
75.05,-6.75,2,1.2280555555555555
75.05,-6.65,2,1.5544444444444445
75.05,-6.55,2,1.2144444444444444
75.05,-6.45,3,1.863888888888889
75.05,-6.25,1,0
75.05,-6.15,1,1.063611111111111
75.05,-5.95,2,1
75.15,-34.45,1,0
75.15,-33.95,1,1.4977777777777779
75.15,-33.849999999999994,1,1.1444444444444444
75.15,-33.75,1,4.288611111111111
75.15,-33.650000000000006,4,6.817777777777777
75.15,-33.55,3,3.7608333333333333
75.15,-33.349999999999994,2,1.1780555555555556
75.15,-33.25,1,7.652222222222222
75.15,-33.150000000000006,3,6.704722222222222
75.15,-33.05,1,1.1713888888888888
75.15,-32.95,1,1.3425
75.15,-32.849999999999994,2,7.988055555555555
75.15,-32.75,3,5.531944444444444
75.15,-32.650000000000006,1,2.4355555555555553
75.15,-32.55,2,6.703888888888889
75.15,-32.45,2,4.551388888888889
75.15,-32.349999999999994,2,2.308888888888889
75.15,-32.150000000000006,2,0
75.15,-32.05,2,5.8825
75.15,-31.75,1,0
75.15,-31.25,1,0
75.15,-30.05,1,0
75.15,-29.95,1,0
75.15,-28.65,2,2.3472222222222223
75.15,-28.55,1,0
75.15,-26.95,2,0
75.15,-26.45,2,1.091388888888889
75.15,-25.85,1,1.2855555555555556
75.15,-24.95,1,1.2808333333333333
75.15,-24.35,2,1.3166666666666667
75.15,-23.85,2,2.098055555555556
75.15,-23.65,1,1.1305555555555555
75.15,-23.55,1,0
75.15,-23.45,2,0
75.15,-23.35,1,1.7641666666666667
75.15,-23.25,3,1.0975
75.15,-22.95,1,0
75.15,-22.65,1,0
75.15,-22.35,1,1.0363888888888888
75.15,-22.15,2,0
75.15,-21.35,1,1.7058333333333333
75.15,-21.15,1,1.191111111111111
75.15,-20.45,2,1.3191666666666666
75.15,-20.15,1,0
75.15,-19.95,1,1.02
75.15,-19.55,1,0
75.15,-19.45,1,1.2644444444444445
75.15,-18.75,1,1.1944444444444444
75.15,-18.45,1,1.2747222222222223
75.15,-18.25,1,0
75.15,-17.85,1,1.2361111111111112
75.15,-17.75,1,0
75.15,-17.65,1,1.1077777777777778
75.15,-17.45,2,1.2333333333333334
75.15,-17.25,1,0
75.15,-17.15,2,1.0327777777777778
75.15,-15.350000000000001,1,0
75.15,-14.149999999999999,1,0
75.15,-13.55,1,0
75.15,-13.45,1,1.5997222222222223
75.15,-13.05,2,1.2661111111111112
75.15,-12.850000000000001,2,1.0669444444444445
75.15,-12.75,2,1.0441666666666667
75.15,-12.55,1,1.1688888888888889
75.15,-12.45,1,1.0977777777777777
75.15,-12.350000000000001,2,1.7058333333333333
75.15,-12.25,2,2.55
75.15,-12.149999999999999,4,1.1416666666666666
75.15,-12.05,1,0
75.15,-11.95,4,2.033611111111111
75.15,-11.850000000000001,3,0
75.15,-11.75,4,0
75.15,-11.649999999999999,1,1.3769444444444445
75.15,-11.55,5,2.4047222222222224
75.15,-11.45,3,2.6994444444444445
75.15,-11.350000000000001,3,2.2666666666666666
75.15,-11.25,2,0
75.15,-11.149999999999999,3,2.7111111111111112
75.15,-11.05,2,2.4749999999999996
75.15,-10.850000000000001,4,1.1469444444444445
75.15,-10.75,1,1.2447222222222223
75.15,-10.350000000000001,3,0
