lon,lat,unique_vessels,total_hours
75.05,-39.25,1,1.1163888888888889
75.05,-34.349999999999994,1,0
75.05,-33.650000000000006,1,0
75.05,-33.150000000000006,1,1.2663888888888888
75.05,-32.45,1,1.7622222222222221
75.05,-32.349999999999994,1,0
75.05,-32.05,1,0
75.05,-31.35,1,1.0052777777777777
75.05,-31.15,1,0
75.05,-31.05,1,1.0144444444444445
75.05,-30.95,1,1.1111111111111112
75.05,-30.85,1,1.1666666666666667
75.05,-30.75,1,0
75.05,-29.95,2,1.1558333333333333
75.05,-29.85,1,0
75.05,-29.55,3,2.2219444444444445
75.05,-29.45,1,1.0580555555555555
75.05,-29.35,1,1.1747222222222222
75.05,-29.25,1,0
75.05,-29.15,2,1.1308333333333334
75.05,-29.05,1,1.238888888888889
75.05,-28.95,1,1.3247222222222221
75.05,-28.85,1,1.143888888888889
75.05,-28.65,3,2.180833333333333
75.05,-28.55,3,3.3255555555555554
75.05,-28.15,1,0
75.05,-28.05,1,1.2136111111111112
75.05,-27.95,1,1.2972222222222223
75.05,-27.65,1,0
75.05,-27.55,1,1.1516666666666666
75.05,-27.15,1,1.3447222222222222
75.05,-26.85,3,2.2777777777777777
75.05,-26.75,1,1.136388888888889
75.05,-26.65,1,1.1611111111111112
75.05,-26.45,2,0
75.05,-26.25,1,1.2413888888888889
75.05,-26.15,1,0
75.05,-25.85,1,0
75.05,-25.55,1,1.0883333333333334
75.05,-25.25,3,3.389166666666667
75.05,-25.05,2,1.1547222222222222
75.05,-24.85,3,2.0880555555555556
75.05,-24.65,1,1.1666666666666667
75.05,-24.55,3,2.3083333333333336
75.05,-24.45,1,1.1494444444444445
75.05,-24.35,4,4.519444444444445
75.05,-24.25,2,2.3536111111111113
75.05,-24.05,1,1.225
75.05,-23.95,1,1.1583333333333334
75.05,-23.85,1,1.2138888888888888
75.05,-23.75,2,0
75.05,-23.65,1,1.1469444444444445
75.05,-23.55,1,1.186388888888889
75.05,-23.45,1,1.0430555555555556
75.05,-23.35,3,2.3616666666666664
75.05,-23.25,3,2.2683333333333335
75.05,-23.15,6,6.192777777777778
75.05,-23.05,4,2.333333333333333
75.05,-22.95,3,3.3600000000000003
75.05,-22.85,3,3.5999999999999996
75.05,-22.75,4,2.291666666666667
75.05,-22.65,4,4.703055555555555
75.05,-22.45,1,1.2055555555555555
75.05,-21.85,1,1.2222222222222223
75.05,-21.75,1,1.2025
75.05,-21.65,2,1.1555555555555554
75.05,-21.45,1,1.041388888888889
75.05,-21.35,2,1.135
75.05,-21.15,2,1.0783333333333334
75.05,-20.95,1,1.1855555555555555
75.05,-20.85,1,0
75.05,-20.75,4,3.241388888888889
75.05,-20.35,1,1.2333333333333334
75.05,-20.25,2,2.486111111111111
75.05,-20.15,3,3.2916666666666665
75.05,-19.95,1,1.0827777777777778
75.05,-19.75,1,1.0863888888888888
75.05,-19.35,1,1.163888888888889
75.05,-19.25,1,0
75.05,-19.15,1,0
75.05,-19.05,1,0
75.05,-18.95,1,1.1252777777777778
75.05,-18.75,1,0
75.05,-18.65,1,0
75.05,-18.55,1,0
75.05,-18.25,1,0
75.05,-18.15,1,1.0247222222222223
75.05,-18.05,2,1.2452777777777777
75.05,-17.95,1,0
75.05,-17.85,1,1.3197222222222222
75.05,-17.75,2,2.5697222222222225
75.05,-17.65,3,2.303055555555556
75.05,-17.55,4,1.291388888888889
75.05,-17.45,1,1.3080555555555555
75.05,-17.35,1,0
75.05,-16.85,2,0
75.05,-16.75,1,0
