lon,lat,unique_vessels,total_hours
75.05,-42.349999999999994,1,1.0497222222222222
75.05,-41.849999999999994,1,0
75.05,-35.25,1,0
75.05,-33.05,1,0
75.05,-31.25,1,1.2416666666666667
75.05,-30.95,1,1.1258333333333332
75.05,-30.35,1,1.0263888888888888
75.05,-29.95,10,9.999999999999998
75.05,-29.75,1,0
75.05,-29.65,1,1.1783333333333332
75.05,-29.55,1,1.2697222222222222
75.05,-29.25,1,1.0752777777777778
75.05,-29.15,3,2.285833333333333
75.05,-29.05,1,0
75.05,-28.75,3,2.3361111111111112
75.05,-28.65,2,1.2191666666666667
75.05,-28.55,2,2.513888888888889
75.05,-28.45,1,1.0802777777777777
75.05,-28.35,2,1.176111111111111
75.05,-28.25,1,1.0194444444444444
75.05,-28.05,2,0
75.05,-27.75,1,0
75.05,-27.65,5,1.1394444444444445
75.05,-27.35,1,0
75.05,-27.25,1,0
75.05,-27.15,1,0
75.05,-26.35,1,0
75.05,-25.75,1,1.1861111111111111
75.05,-25.65,1,1.3027777777777778
75.05,-25.35,1,0
75.05,-25.15,1,1.3388888888888888
75.05,-24.95,1,0
75.05,-24.85,1,1.208611111111111
75.05,-24.55,3,1.2502777777777778
75.05,-24.25,1,1.1975
75.05,-24.05,2,1.1388888888888888
75.05,-23.95,4,3.1833333333333336
75.05,-23.85,2,2.366111111111111
75.05,-23.75,3,3.660555555555556
75.05,-23.65,1,0
75.05,-23.55,2,2.3175
75.05,-23.45,4,3.2558333333333334
75.05,-23.35,10,8.148333333333333
75.05,-23.25,3,3.464722222222222
75.05,-23.15,6,2.5324999999999998
75.05,-23.05,1,1.0855555555555556
75.05,-22.95,2,2.3469444444444445
75.05,-22.85,1,0
75.05,-22.65,2,0
75.05,-22.45,2,2.3086111111111114
75.05,-22.25,1,1.2058333333333333
75.05,-21.55,1,1.2775
75.05,-21.25,1,1.1558333333333333
75.05,-21.15,1,0
75.05,-20.95,1,1.341388888888889
75.05,-20.85,1,1.0116666666666667
75.05,-20.35,2,1.166111111111111
75.05,-20.25,1,1.1672222222222222
75.05,-20.15,1,0
75.05,-19.95,1,1.1458333333333333
75.05,-19.65,2,2.261111111111111
75.05,-19.45,2,0
75.05,-19.25,1,0
75.05,-19.15,1,1.1491666666666667
75.05,-18.95,1,0
75.05,-18.55,1,1.0891666666666666
75.05,-18.45,1,1.475
